incident_time,incident_number,incident_location,nature,incident_ori,day_of_week,time_of_day,latitude,longitude,side_of_town,weather_code,nature_count,incident_rank,location_count,location_rank,EMSSTAT
2024-03-01 05:39:00,2024-00003328,909 24TH AVE SW,Allergies/Envenomations,14005,6,5,35.2073627,-97.476549,SW,0.0,2,288,2,62,True
2024-03-01 05:39:00,2024-00004398,909 24TH AVE SW,Allergies/Envenomations,EMSSTAT,6,5,35.2073627,-97.476549,SW,0.0,2,288,2,62,True
2024-03-01 05:44:00,2024-00014864,715 MONNETT AVE,Noise Complaint,OK0140200,6,5,35.2135773,-97.4397493,SE,0.0,2,288,1,138,False
2024-03-01 05:53:00,2024-00014865,E GRAY ST / N JONES AVE,MVA Non Injury,OK0140200,6,5,35.220942,-97.443244,NE,0.0,5,214,2,62,False
2024-03-01 05:55:00,2024-00014866,800 LEXINGTON ST,Supplement Report,OK0140200,6,5,35.2401617,-97.4556745,NW,0.0,7,188,2,62,False
2024-03-01 05:59:00,2024-00003329,E GRAY ST / N JONES AVE,Public Assist,14005,6,5,35.220942,-97.443244,NE,0.0,4,229,2,62,False
2024-03-01 06:05:00,2024-00014867,1507 W LINDSEY ST,Found Item,OK0140200,6,6,35.203984,-97.463491,SW,0.0,1,310,1,138,False
2024-03-01 06:56:00,2024-00014868,418 IOWA ST,Fraud,OK0140200,6,6,35.2239872,-97.4504202,NW,0.0,4,229,1,138,False
2024-03-01 07:05:00,2024-00004405,2550 W FRANKLIN RD,Transfer/Interfacility,EMSSTAT,6,7,35.2760523,-97.4787459,NW,0.0,19,42,3,44,True
2024-03-01 07:12:00,2024-00014874,3617 24TH AVE SE,Burglary,OK0140200,6,7,35.1749201,-97.4058193,SE,0.0,5,214,1,138,False
2024-03-01 07:13:00,2024-00003330,1001 DRAKE DR,Public Assist,14005,6,7,35.2026729,-97.426603,SE,0.0,4,229,1,138,False
2024-03-01 07:22:00,2024-00014869,E DAWS ST / N CRAWFORD AVE,Welfare Check,OK0140200,6,7,35.222093,-97.440534,NE,0.0,14,76,1,138,False
2024-03-01 07:24:00,2024-00014873,1900 RENAISSANCE DR,Assault,OK0140200,6,7,35.18113,-97.412998,SE,0.0,1,310,1,138,False
2024-03-01 07:27:00,2024-00003331,1776 E ROBINSON ST,Unconscious/Fainting,14005,6,7,35.2302749,-97.4137097,NE,0.0,5,214,2,62,True
2024-03-01 07:27:00,2024-00004399,1776 E ROBINSON ST,Unconscious/Fainting,EMSSTAT,6,7,35.2302749,-97.4137097,NE,0.0,5,214,2,62,True
2024-03-01 07:30:00,2024-00014870,4023 N FLOOD AVE,Welfare Check,OK0140200,6,7,35.2397931,-97.4559075,NW,0.0,14,76,1,138,False
2024-03-01 07:32:00,2024-00014871,1002 N PORTER AVE,Welfare Check,OK0140200,6,7,35.2306107,-97.440971,NE,0.0,14,76,1,138,False
2024-03-01 07:36:00,2024-00003332,1111 24TH AVE SW,Public Assist,14005,6,7,35.2049947,-97.4759591,SW,0.0,4,229,1,138,False
2024-03-01 07:37:00,2024-00014872,2370 N FLOOD AVE,Traffic Stop,OK0140200,6,7,35.2397931,-97.4559075,NW,0.0,41,1,1,138,False
2024-03-01 07:38:00,2024-90000078,MAIN ST,Larceny,OK0140200,6,7,35.2183746,-97.4740096,SW,0.0,9,162,1,138,False
2024-03-01 07:41:00,2024-00004400,151 W BROOKS AVE,Stand By EMS,EMSSTAT,6,7,35.207388,-97.441773,SE,0.0,6,202,1,138,True
2024-03-01 07:52:00,2024-00014875,1124 N PORTER AVE,Alarm,OK0140200,6,7,35.231609,-97.441173,NE,0.0,10,152,1,138,False
2024-03-01 08:01:00,2024-00014876,1508 DAKOTA ST,Welfare Check,OK0140200,6,8,35.2251483,-97.463633,NW,1.0,14,76,1,138,False
2024-03-01 08:05:00,2024-00014877,1201 ALAMEDA ST,Contact a Subject,OK0140200,6,8,35.2182102,-97.3219496,SE,2.0,13,104,2,62,False
2024-03-01 08:11:00,2024-00014878,2900 W LINDSEY ST,Fraud,OK0140200,6,8,35.2032879,-97.4844363,SW,1.0,4,229,1,138,False
2024-03-01 08:12:00,2024-00014879,E CEDAR LANE RD / 48TH AVE SE,Animal Livestock,OK0140200,6,8,35.17507,-97.426024,SE,1.0,1,310,1,138,False
2024-03-01 08:22:00,2024-00014880,2555 HEMPHILL DR,Follow Up,OK0140200,6,8,35.223171,-97.4800264,NW,1.0,4,229,1,138,False
2024-03-01 08:22:00,2024-00014885,3263 CLASSEN BLVD,Burglary,OK0140200,6,8,35.1808625,-97.4161468,SE,1.0,5,214,1,138,False
2024-03-01 08:23:00,2024-00014881,511 156TH AVE NE,Animal Trapped,OK0140200,6,8,35.2246652,-97.2119388,NE,0.0,6,202,2,62,False
2024-03-01 08:26:00,2024-00014882,216 W HADDOCK ST,Supplement Report,OK0140200,6,8,35.235225,-97.4483727,NW,1.0,7,188,1,138,False
2024-03-01 08:31:00,2024-00014898,561 MERCHANT DR,Supplement Report,OK0140200,6,8,35.2249892,-97.479225,NW,1.0,7,188,1,138,False
2024-03-01 08:31:00,2024-00014883,1601 MCGEE DR,Contact a Subject,OK0140200,6,8,35.1984717,-97.4670207,SW,1.0,13,104,1,138,False
2024-03-01 08:43:00,2024-00014884,3104 WOODCREST CREEK DR,Extra Patrol,OK0140200,6,8,35.255882,-97.43509,NE,1.0,1,310,2,62,False
2024-03-01 08:51:00,2024-90000079,4420 132ND AVE SE,Harassment / Threats Report,OK0140200,6,8,35.166677,-97.247531,SE,0.0,4,229,1,138,False
2024-03-01 08:55:00,2024-00014891,511 156TH AVE NE,Animal Trapped,OK0140200,6,8,35.2246652,-97.2119388,NE,0.0,6,202,2,62,False
2024-03-01 09:00:00,2024-00014886,1005 W BROOKS ST,Parking Problem,OK0140200,6,9,35.2075983,-97.4547526,SW,0.0,4,229,1,138,False
2024-03-01 09:02:00,2024-00004401,901 N PORTER AVE,Transfer/Interfacility,EMSSTAT,6,9,35.2302414,-97.4393147,NE,0.0,19,42,15,1,True
2024-03-01 09:04:00,2024-00014894,400 26TH AVE NW,Supplement Report,OK0140200,6,9,35.2265847,-97.4828275,NW,2.0,7,188,3,44,False
2024-03-01 09:08:00,2024-00014887,911 W MAIN ST,Runaway or Lost Child,OK0140200,6,9,35.2202939,-97.4567746,SW,0.0,4,229,2,62,False
2024-03-01 09:10:00,2024-00004410,901 N PORTER AVE,Transfer/Interfacility,EMSSTAT,6,9,35.2302414,-97.4393147,NE,0.0,19,42,15,1,True
2024-03-01 09:10:00,2024-00014888,6665 INTERSTATE DR,Suspicious,OK0140200,6,9,35.2429131,-97.4849824,NW,0.0,11,141,1,138,False
2024-03-01 09:16:00,2024-00014889,N LAHOMA AVE / W HUGHBERT ST,Motorist Assist,OK0140200,6,9,35.226699,-97.446173,NW,,3,273,1,138,False
2024-03-01 09:17:00,2024-00014907,2718 OSAGE WAY,Supplement Report,OK0140200,6,9,35.2520009,-97.4254844,NE,0.0,7,188,1,138,False
2024-03-01 09:18:00,2024-00014892,12TH AVE SE / E STATE HWY 9 HWY,Contact a Subject,OK0140200,6,9,35.184657,-97.41702,SE,0.0,13,104,1,138,False
2024-03-01 09:21:00,2024-00014890,209 CHALMETTE DR,Open Door/Premises Check,OK0140200,6,9,35.2162148,-97.4136802,SE,2.0,2,288,3,44,False
2024-03-01 09:22:00,2024-00003333,4100 N FLOOD AVE,Fire Alarm,14005,6,9,35.276201,-97.482062,NW,0.0,12,117,1,138,False
2024-03-01 09:23:00,2024-00014893,4019 N FLOOD AVE,Alarm,OK0140200,6,9,35.2627365,-97.4750714,NW,0.0,10,152,1,138,False
2024-03-01 09:52:00,2024-00014895,201 REED AVE,Trespassing,OK0140200,6,9,35.2234421,-97.4292667,NE,0.0,12,117,3,44,False
2024-03-01 10:00:00,2024-00014897,2601 SUMMIT CROSSING PKWY,Vandalism,OK0140200,6,10,35.2118397,-97.3969437,SE,0.0,1,310,1,138,False
2024-03-01 10:02:00,2024-00003334,1330 12TH AVE SE,Chest Pain,14005,6,10,35.2033348,-97.4235374,SE,0.0,3,273,2,62,True
2024-03-01 10:02:00,2024-00004402,1330 12TH AVE SE,Chest Pain,EMSSTAT,6,10,35.2033348,-97.4235374,SE,0.0,3,273,2,62,True
2024-03-01 10:05:00,2024-00003335,301 TRIAD VILLAGE DR,Heart Problems/AICD,14005,6,10,35.2153087,-97.4191984,SE,0.0,4,229,4,28,True
2024-03-01 10:05:00,2024-00004403,301 TRIAD VILLAGE DR,Heart Problems/AICD,EMSSTAT,6,10,35.2153087,-97.4191984,SE,0.0,4,229,4,28,True
2024-03-01 10:10:00,2024-00014896,2500 MEADOWOOD BLVD,Parking Problem,OK0140200,6,10,35.209305,-97.403608,SE,0.0,4,229,1,138,False
2024-03-01 10:11:00,2024-00003336,1906 FILLMORE AVE,Headache,14005,6,10,35.1950764,-97.4794472,SW,0.0,4,229,2,62,True
2024-03-01 10:11:00,2024-00004404,1906 FILLMORE AVE,Headache,EMSSTAT,6,10,35.1950764,-97.4794472,SW,0.0,4,229,2,62,True
2024-03-01 10:16:00,2024-00014912,930 ED NOBLE DR,Supplement Report,OK0140200,6,10,35.207285,-97.482322,SW,0.0,7,188,2,62,False
2024-03-01 10:26:00,2024-00003337,113 CRESTLAND DR,Breathing Problems,14005,6,10,35.2236169,-97.4133018,NE,0.0,2,288,2,62,True
2024-03-01 10:26:00,2024-00004406,113 CRESTLAND DR,Breathing Problems,EMSSTAT,6,10,35.2236169,-97.4133018,NE,0.0,2,288,2,62,True
2024-03-01 10:29:00,2024-00014899,W IMHOFF RD / JENKINS AVE,MVA Non Injury,OK0140200,6,10,35.211114,-97.441237,SE,0.0,5,214,1,138,False
2024-03-01 10:35:00,2024-00004407,300 W IMHOFF RD,Stand By EMS,EMSSTAT,6,10,35.189374,-97.4637117,SW,0.0,6,202,1,138,True
2024-03-01 10:37:00,2024-00014900,"215 N PONCA AVE, NORMAN",Follow Up,OK0140200,6,10,35.2254535,-97.4383025,NE,0.0,4,229,2,62,False
2024-03-01 10:40:00,2024-00014901,250 N COCKREL AVE,Mutual Aid,OK0140200,6,10,35.226225,-97.434181,NE,0.0,2,288,2,62,False
2024-03-01 10:40:00,2024-00003338,315 WHITE ST,Fire Alarm,14005,6,10,35.2129186,-97.4444131,SW,0.0,12,117,1,138,False
2024-03-01 10:42:00,2024-00014902,443 W GRAY ST,Suspicious,OK0140200,6,10,35.2194434,-97.4498253,SW,0.0,11,141,1,138,False
2024-03-01 10:47:00,2024-00003339,1330 ALAMEDA ST,Falls,14005,6,10,35.2182102,-97.3219496,SE,2.0,15,61,2,62,True
2024-03-01 10:47:00,2024-00004408,1330 ALAMEDA ST,Falls,EMSSTAT,6,10,35.2182102,-97.3219496,SE,2.0,15,61,2,62,True
2024-03-01 10:49:00,2024-00014903,NANTUCKET BLVD / N PORTER AVE,Suspicious,OK0140200,6,10,35.256662,-97.440342,NE,0.0,11,141,1,138,False
2024-03-01 10:52:00,2024-00014928,3301 W TECUMSEH RD,Fraud,OK0140200,6,10,35.261987,-97.4931846,NW,0.0,4,229,1,138,False
2024-03-01 10:58:00,2024-00014904,N FLOOD AVE / W TONHAWA ST,Contact a Subject,OK0140200,6,10,35.222806,-97.444458,NW,0.0,13,104,1,138,False
2024-03-01 10:58:00,2024-00014905,E TECUMSEH RD / 48TH AVE NE,Animal at Large,OK0140200,6,10,35.261817,-97.421464,NE,0.0,4,229,1,138,False
2024-03-01 10:59:00,2024-00014906,809 BRITTANY CT,Animal Dead,OK0140200,6,10,35.2278893,-97.5003017,NW,0.0,1,310,1,138,False
2024-03-01 11:05:00,2024-00014911,1810 VANESSA DR,Animal Injured,OK0140200,6,11,35.220398,-97.4142138,SE,0.0,4,229,1,138,False
2024-03-01 11:15:00,2024-00014908,I35 SB OFF RAMP 110B RAMP / W ROBINSON ST,Check Area,OK0140200,6,11,35.232876,-97.446154,NW,0.0,7,188,1,138,False
2024-03-01 11:17:00,2024-00014917,225 INTERSTATE DR,Larceny,OK0140200,6,11,35.2419607,-97.4849789,NW,0.0,9,162,1,138,False
2024-03-01 11:27:00,2024-00014909,ALAMEDA ST / TRIAD VILLAGE DR,Traffic Stop,OK0140200,6,11,35.217824,-97.421301,SE,0.0,41,1,1,138,False
2024-03-01 11:31:00,2024-00014910,1014 DRAKE DR,Disturbance/Domestic,OK0140200,6,11,35.202494,-97.4261059,SE,0.0,14,76,1,138,False
2024-03-01 11:35:00,2024-00014913,3651 CLASSEN BLVD,Animal at Large,OK0140200,6,11,35.1739965,-97.4085161,SE,0.0,4,229,1,138,False
2024-03-01 11:41:00,2024-00014914,N PETERS AVE / E MOSIER ST,Suspicious,OK0140200,6,11,35.221522,-97.441865,NE,0.0,11,141,1,138,False
2024-03-01 11:42:00,2024-00014915,1427 CHERRY STONE ST,Animal Trapped,OK0140200,6,11,35.2016698,-97.4626956,SW,0.0,6,202,1,138,False
2024-03-01 11:49:00,2024-00004414,901 N PORTER AVE,Transfer/Interfacility,EMSSTAT,6,11,35.2302414,-97.4393147,NE,0.0,19,42,15,1,True
2024-03-01 11:56:00,2024-00004409,2500 JENKINS AVE,Stand By EMS,EMSSTAT,6,11,35.1837681,-97.4412994,SE,0.0,6,202,1,138,True
2024-03-01 11:58:00,2024-00014916,104 W DALE ST,Contact a Subject,OK0140200,6,11,35.2333493,-97.4464386,NW,0.0,13,104,1,138,False
2024-03-01 11:59:00,2024-00003340,3300 HEALTHPLEX PKWY,Fire Alarm,14005,6,11,35.2590797,-97.4893629,NW,2.0,12,117,6,16,False
2024-03-01 12:00:00,2024-00014918,3860 24TH AVE NE,Disturbance/Domestic,OK0140200,6,12,35.264769,-97.4061637,NE,0.0,14,76,1,138,False
2024-03-01 12:01:00,2024-00003341,1122 24TH AVE SW,Falls,14005,6,12,35.2048102,-97.4767589,SW,0.0,15,61,2,62,True
2024-03-01 12:01:00,2024-00004411,1122 24TH AVE SW,Falls,EMSSTAT,6,12,35.2048102,-97.4767589,SW,0.0,15,61,2,62,True
2024-03-01 12:06:00,2024-00014919,CLASSEN BLVD / E CEDAR LANE RD,Animal at Large,OK0140200,6,12,35.217337,-97.436366,SE,0.0,4,229,1,138,False
2024-03-01 12:08:00,2024-00004412,2500 S JENKINS AVE,Stand By EMS,EMSSTAT,6,12,35.2119658,-97.4412619,SE,0.0,6,202,1,138,True
2024-03-01 12:09:00,2024-00004413,901 N PORTER AVE,Transfer/Interfacility,EMSSTAT,6,12,35.2302414,-97.4393147,NE,0.0,19,42,15,1,True
2024-03-01 12:17:00,2024-00014920,3212 POCASSET CIR,Animal Trapped,OK0140200,6,12,35.2574297,-97.4384802,NE,0.0,6,202,1,138,False
2024-03-01 12:18:00,2024-00003342,808 HAWKS NEST DR,Fire Alarm,14005,6,12,35.173727,-97.4288311,SE,0.0,12,117,1,138,False
2024-03-01 12:29:00,2024-00014921,3104 WOODCREST CREEK DR,Animal at Large,OK0140200,6,12,35.255882,-97.43509,NE,1.0,4,229,2,62,False
2024-03-01 12:34:00,2024-00014922,1226 CLASSEN BLVD,Suspicious,OK0140200,6,12,35.2115337,-97.4368956,SE,0.0,11,141,2,62,False
2024-03-01 12:36:00,2024-00014923,156TH AVE SE / STATE HWY 9 HWY,Motorist Assist,OK0140200,6,12,35.204136,-97.212212,SE,0.0,3,273,1,138,False
2024-03-01 12:40:00,2024-00003343,108 E DALE ST,Fire Residential,14005,6,12,35.233348,-97.4459571,NW,0.0,2,288,2,62,True
2024-03-01 12:40:00,2024-00004415,108 E DALE ST,Fire Residential,EMSSTAT,6,12,35.233348,-97.4459571,NW,0.0,2,288,2,62,True
2024-03-01 12:44:00,2024-00003344,3908 SPARKLE ST,Headache,14005,6,12,35.2589711,-97.5000662,NW,0.0,4,229,2,62,True
2024-03-01 12:44:00,2024-00004416,3908 SPARKLE ST,Headache,EMSSTAT,6,12,35.2589711,-97.5000662,NW,0.0,4,229,2,62,True
2024-03-01 12:50:00,2024-00014939,PAGE CIR / PAGE ST,Check Area,OK0140200,6,12,35.2093886,-97.4372582,SE,0.0,7,188,1,138,False
2024-03-01 12:50:00,2024-00014924,814 WOODS AVE,Disturbance/Domestic,OK0140200,6,12,35.2281499,-97.4615014,NW,0.0,14,76,2,62,False
2024-03-01 12:50:00,2024-00014925,814 WOODS AVE,Disturbance/Domestic,OK0140200,6,12,35.2281499,-97.4615014,NW,0.0,14,76,2,62,False
2024-03-01 12:56:00,2024-00003345,910 EAGLEROCK LN,Falls,14005,6,12,35.491608,-97.562817,NW,0.0,15,61,2,62,True
2024-03-01 12:56:00,2024-00004417,910 EAGLEROCK LN,Falls,EMSSTAT,6,12,35.491608,-97.562817,NW,0.0,15,61,2,62,True
2024-03-01 13:05:00,2024-00014927,209 CHALMETTE DR,Trespassing,OK0140200,6,13,35.2162148,-97.4136802,SE,2.0,12,117,3,44,False
2024-03-01 13:09:00,2024-00014926,2735 CABIN RD,Animal Complaint,OK0140200,6,13,35.2489832,-97.2023,NE,0.0,3,273,1,138,False
2024-03-01 13:21:00,2024-00014943,1214 CLEARWATER DR,Contact a Subject,OK0140200,6,13,35.2030235,-97.4007927,SE,0.0,13,104,1,138,False
2024-03-01 13:27:00,2024-00014930,1400 24TH AVE NW,Larceny,OK0140200,6,13,35.2339466,-97.480338,NW,0.0,9,162,1,138,False
2024-03-01 13:27:00,2024-00014929,3954 CLASSEN BLVD,Traffic Stop,OK0140200,6,13,35.1725872,-97.4112876,SE,0.0,41,1,1,138,False
2024-03-01 13:28:00,2024-00003346,2550 W FRANKLIN RD,Overdose/Poisoning,14005,6,13,35.2760523,-97.4787459,NW,0.0,2,288,3,44,True
2024-03-01 13:28:00,2024-00004418,2550 W FRANKLIN RD,Overdose/Poisoning,EMSSTAT,6,13,35.2760523,-97.4787459,NW,0.0,2,288,3,44,True
2024-03-01 13:30:00,2024-00014946,769 ASP AVE,Missing Person,OK0140200,6,13,35.2115592,-97.4435541,SE,3.0,1,310,2,62,False
2024-03-01 13:30:00,2024-00014931,2081 24TH AVE NW,Welfare Check,OK0140200,6,13,35.2339466,-97.480338,NW,0.0,14,76,1,138,False
2024-03-01 13:31:00,2024-00014937,601 12TH AVE NE,Welfare Check,OK0140200,6,13,35.2266787,-97.420449,NE,0.0,14,76,1,138,False
2024-03-01 13:36:00,2024-00014932,1670 N FLOOD AVE,Traffic Stop,OK0140200,6,13,35.2397931,-97.4559075,NW,0.0,41,1,1,138,False
2024-03-01 13:38:00,2024-00014954,2550 MOUNT WILLIAMS DR,Larceny,OK0140200,6,13,35.2375278,-97.4787989,NW,0.0,9,162,2,62,False
2024-03-01 13:40:00,2024-00014933,1210 W ROBINSON ST,Traffic Stop,OK0140200,6,13,35.2323748,-97.4601203,NW,0.0,41,1,1,138,False
2024-03-01 13:40:00,2024-00014934,123 W ROCK CREEK RD,COP DDACTS,OK0140200,6,13,35.2474831,-97.4418962,NE,0.0,2,288,1,138,False
2024-03-01 13:40:00,2024-00014949,710 DEANS ROW AVE,Burglary,OK0140200,6,13,35.2116773,-97.4424879,SE,0.0,5,214,1,138,False
2024-03-01 13:40:00,2024-00003347,809 N FINDLAY AVE,Fire Alarm,14005,6,13,35.2316312,-97.4371598,NE,0.0,12,117,2,62,False
2024-03-01 13:41:00,2024-00004429,901 N PORTER AVE,Transfer/Interfacility,EMSSTAT,6,13,35.2302414,-97.4393147,NE,0.0,19,42,15,1,True
2024-03-01 13:43:00,2024-00003348,809 N FINDLAY AVE,Fire Alarm,14005,6,13,35.2316312,-97.4371598,NE,0.0,12,117,2,62,False
2024-03-01 13:44:00,2024-00014938,2900 W ROBINSON ST,Welfare Check,OK0140200,6,13,35.232967,-97.458882,NW,0.0,14,76,1,138,False
2024-03-01 13:45:00,2024-00014935,1231 24TH AVE NE,COP DDACTS,OK0140200,6,13,35.2339083,-97.4057086,NE,0.0,2,288,1,138,False
2024-03-01 13:46:00,2024-00014941,1226 CLASSEN BLVD,Trespassing,OK0140200,6,13,35.2115337,-97.4368956,SE,0.0,12,117,2,62,False
2024-03-01 13:46:00,2024-00014936,500 EMERALD WAY,Parking Problem,OK0140200,6,13,35.199495,-97.448057,SW,0.0,4,229,1,138,False
2024-03-01 13:48:00,2024-00014952,1550 24TH AVE NW,Larceny,OK0140200,6,13,35.2339466,-97.480338,NW,0.0,9,162,2,62,False
2024-03-01 13:48:00,2024-00003349,2818 CLASSEN BLVD,Hemorrhage/Lacerations,14005,6,13,35.1892721,-97.4215955,SE,0.0,2,288,2,62,True
2024-03-01 13:48:00,2024-00004419,2818 CLASSEN BLVD,Hemorrhage/Lacerations,EMSSTAT,6,13,35.1892721,-97.4215955,SE,0.0,2,288,2,62,True
2024-03-01 13:55:00,2024-00014940,800 N PETERS AVE,Mutual Aid,OK0140200,6,13,35.227816,-97.444517,NW,0.0,2,288,1,138,False
2024-03-01 13:56:00,2024-00014942,125 VICKSBURG AVE,Contact a Subject,OK0140200,6,13,35.2179804,-97.4115924,SE,0.0,13,104,1,138,False
